Generated_StLouisCommunityGrid/random0.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random1.graph,829,1398,0,829,104,0.76221
Generated_StLouisCommunityGrid/random10.graph,829,1395,0,829,104,0.76221
Generated_StLouisCommunityGrid/random11.graph,829,1395,0,829,104,0.76221
Generated_StLouisCommunityGrid/random12.graph,829,1393,697,153,11,0.74777
Generated_StLouisCommunityGrid/random13.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random14.graph,829,1396,698,150,6,0.749429
Generated_StLouisCommunityGrid/random15.graph,829,1395,0,829,104,0.76221
Generated_StLouisCommunityGrid/random16.graph,829,1398,0,829,104,0.76221
Generated_StLouisCommunityGrid/random17.graph,829,1397,699,145,13,0.746262
Generated_StLouisCommunityGrid/random18.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random19.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random2.graph,829,1398,0,829,104,0.76221
Generated_StLouisCommunityGrid/random20.graph,829,1395,0,829,104,0.76221
Generated_StLouisCommunityGrid/random21.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random22.graph,829,1398,0,829,104,0.76221
Generated_StLouisCommunityGrid/random23.graph,829,1395,0,829,104,0.76221
Generated_StLouisCommunityGrid/random24.graph,829,1395,0,829,104,0.76221
Generated_StLouisCommunityGrid/random25.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random26.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random27.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random28.graph,829,1398,0,829,104,0.76221
Generated_StLouisCommunityGrid/random29.graph,829,1394,697,148,10,0.74772
Generated_StLouisCommunityGrid/random3.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random30.graph,829,1398,699,147,13,0.746922
Generated_StLouisCommunityGrid/random31.graph,829,1398,699,162,13,0.746968
Generated_StLouisCommunityGrid/random32.graph,829,1398,0,829,104,0.76221
Generated_StLouisCommunityGrid/random33.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random34.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random35.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random36.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random37.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random38.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random39.graph,829,1395,0,829,104,0.76221
Generated_StLouisCommunityGrid/random4.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random40.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random41.graph,829,1398,0,829,104,0.76221
Generated_StLouisCommunityGrid/random42.graph,829,1395,0,829,104,0.76221
Generated_StLouisCommunityGrid/random43.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random44.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random45.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random46.graph,829,1398,0,829,104,0.76221
Generated_StLouisCommunityGrid/random47.graph,829,1395,0,829,104,0.76221
Generated_StLouisCommunityGrid/random48.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random49.graph,829,1398,0,829,104,0.76221
Generated_StLouisCommunityGrid/random5.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random50.graph,829,1394,0,829,104,0.76221
Generated_StLouisCommunityGrid/random51.graph,829,1396,0,829,104,0.76221
Generated_StLouisCommunityGrid/random52.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random53.graph,829,1395,698,158,14,0.748878
Generated_StLouisCommunityGrid/random54.graph,829,1395,698,154,13,0.748404
Generated_StLouisCommunityGrid/random55.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random56.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random57.graph,829,1395,698,144,17,0.747644
Generated_StLouisCommunityGrid/random58.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random59.graph,829,1398,0,829,104,0.76221
Generated_StLouisCommunityGrid/random6.graph,829,1394,0,829,104,0.76221
Generated_StLouisCommunityGrid/random60.graph,829,1395,0,829,104,0.76221
Generated_StLouisCommunityGrid/random61.graph,829,1395,698,162,13,0.746431
Generated_StLouisCommunityGrid/random62.graph,829,1394,0,829,104,0.76221
Generated_StLouisCommunityGrid/random63.graph,829,1397,0,829,104,0.76221
Generated_StLouisCommunityGrid/random64.graph,829,1398,699,153,8,0.744187
